file,scenario_id,ego_speed,primary_mechanism,auxiliary_mechanism_tags,n_actors,evidence
tfrecord-00451-of-01000_181.json,191ba5b871816b87,3.8,M3_vru_crossing,M3_vru_crossing,40,"{""M3"": {""lat_span"": 21.21}}"
tfrecord-00429-of-01000_202.json,518e0a83d3a7b0c2,0.0,M3_vru_crossing,M3_vru_crossing,42,"{""M3"": {""lat_span"": 5.6}}"
tfrecord-00245-of-01000_261.json,8364be9d4797d336,2.92,M3_vru_crossing,M3_vru_crossing;M4_cut_in,70,"{""M3"": {""lat_span"": 13.42}, ""M4"": {""lat0"": -8.16, ""lat_min"": 0.03}}"
tfrecord-00405-of-01000_81.json,369f33a00d0af47a,0.0,M3_vru_crossing,M3_vru_crossing;M6_temp_occupancy,103,"{""M3"": {""lat_span"": 8.84}, ""M6"": {""lat_end"": 7.98}}"
tfrecord-00360-of-01000_343.json,53c5950682fe9ea1,0.0,M3_vru_crossing,M6_temp_occupancy;M3_vru_crossing,41,"{""M6"": {""lat_end"": -3.94}, ""M3"": {""lat_span"": 6.26}}"
tfrecord-00076-of-01000_75.json,6e694c5acaa75ba3,0.0,M3_vru_crossing,M3_vru_crossing;M6_temp_occupancy,10,"{""M3"": {""lat_span"": 4.86}, ""M6"": {""lat_end"": -3.56}}"
tfrecord-00180-of-01000_376.json,7c8e58bb508ab02e,2.32,M3_vru_crossing,M3_vru_crossing;M4_cut_in;M6_temp_occupancy,146,"{""M3"": {""lat_span"": 4.32}, ""M4"": {""lat0"": -9.4, ""lat_min"": 0.13}, ""M6"": {""lat_end"": -14.88}}"
tfrecord-00004-of-01000_459.json,7df5512ee143cc26,0.0,M3_vru_crossing,M3_vru_crossing;M5_merge,64,"{""M3"": {""lat_span"": 9.81}, ""M5"": {""lon0"": -1.86, ""lon_end"": 3.13}}"
tfrecord-00278-of-01000_132.json,ef3abd588fe58539,0.0,M3_vru_crossing,M4_cut_in;M3_vru_crossing;M6_temp_occupancy,150,"{""M4"": {""lat0"": -3.31, ""lat_min"": 0.26}, ""M3"": {""lat_span"": 8.93}, ""M6"": {""lat_end"": -8.4}}"
tfrecord-00493-of-01000_206.json,28308dc23ccc0f97,0.0,M3_vru_crossing,M3_vru_crossing;M6_temp_occupancy,161,"{""M3"": {""lat_span"": 10.08}, ""M6"": {""lat_end"": -7.92}}"
tfrecord-00243-of-01000_478.json,9a9bdf8c62752c46,0.0,M3_vru_crossing,M3_vru_crossing,125,"{""M3"": {""lat_span"": 7.45}}"
tfrecord-00337-of-01000_9.json,a36240686bfbe655,7.84,M3_vru_crossing,M5_merge;M3_vru_crossing;M6_temp_occupancy,24,"{""M5"": {""lon0"": -16.91, ""lon_end"": 49.9}, ""M3"": {""lat_span"": 4.17}, ""M6"": {""lat_end"": -3.05}}"
tfrecord-00015-of-01000_71.json,3f9adc5d1d41a4ec,0.0,M3_vru_crossing,M3_vru_crossing;M4_cut_in,165,"{""M3"": {""lat_span"": 8.74}, ""M4"": {""lat0"": -9.19, ""lat_min"": 0.45}}"
tfrecord-00422-of-01000_357.json,5578566fe66d4520,1.42,M3_vru_crossing,M4_cut_in;M3_vru_crossing,152,"{""M4"": {""lat0"": 4.33, ""lat_min"": 0.02}, ""M3"": {""lat_span"": 7.35}}"
tfrecord-00261-of-01000_85.json,c72b6527e2f47b67,0.0,M3_vru_crossing,M3_vru_crossing;M4_cut_in,84,"{""M3"": {""lat_span"": 7.81}, ""M4"": {""lat0"": 4.43, ""lat_min"": 0.31}}"
tfrecord-00231-of-01000_499.json,26a4106c465a6b48,0.0,M3_vru_crossing,M3_vru_crossing;M6_temp_occupancy,164,"{""M3"": {""lat_span"": 7.77}, ""M6"": {""lat_end"": -14.83}}"
tfrecord-00417-of-01000_382.json,2ce884bdc899e262,0.0,M3_vru_crossing,M3_vru_crossing,112,"{""M3"": {""lat_span"": 10.42}}"
tfrecord-00075-of-01000_220.json,fdc38db2efbf1e86,0.0,M3_vru_crossing,M3_vru_crossing,126,"{""M3"": {""lat_span"": 10.17}}"
tfrecord-00481-of-01000_382.json,4a1a38c6d72462db,0.0,M3_vru_crossing,M3_vru_crossing;M4_cut_in,146,"{""M3"": {""lat_span"": 9.06}, ""M4"": {""lat0"": -8.25, ""lat_min"": 0.06}}"
tfrecord-00473-of-01000_360.json,a06a782762be21dc,0.0,M3_vru_crossing,M6_temp_occupancy;M3_vru_crossing,126,"{""M6"": {""lat_end"": -3.94}, ""M3"": {""lat_span"": 4.15}}"
