pair_id,pair_type,state_i,state_j,coarse_i,coarse_j,fine_i,fine_j,same_param_group,ego_speed_diff,d0_mean,d1_mean,d1_validonly,feasibility_agree,n_valid_actions
c1_lead_nec_01__c1_lead_opt_08,same_matched,c1_lead_nec_01,c1_lead_opt_08,lead,lead,lead_nec,lead_opt,0,3.0,0.015723,0.014231,0.014231,1.0,8
c1_cross_stall_02__c1_cross_stall_07,same_matched,c1_cross_stall_02,c1_cross_stall_07,cross,cross,cross_stall,cross_stall,0,2.0,0.047011,0.072386,0.072386,1.0,8
c1_lead_nec_06__c1_lead_nec_07,same_matched,c1_lead_nec_06,c1_lead_nec_07,lead,lead,lead_nec,lead_nec,0,1.0,0.042065,0.031146,0.031146,1.0,8
c1_cross_clear_02__c1_cross_clear_06,same_matched,c1_cross_clear_02,c1_cross_clear_06,cross,cross,cross_clear,cross_clear,0,1.0,0.045645,0.017267,0.017267,1.0,8
c1_block_nec_05__c1_block_nec_07,same_matched,c1_block_nec_05,c1_block_nec_07,block_or_occupancy,block_or_occupancy,block_nec,block_nec,0,1.0,0.007486,0.028427,0.028427,1.0,8
c1_lead_cont_04__c1_lead_cont_05,same_matched,c1_lead_cont_04,c1_lead_cont_05,lead,lead,lead_cont,lead_cont,0,1.0,0.039356,0.019444,0.019444,1.0,8
c1_cross_clear_02__c1_cross_clear_06,same_matched,c1_cross_clear_02,c1_cross_clear_06,cross,cross,cross_clear,cross_clear,0,1.0,0.045645,0.017267,0.017267,1.0,8
c1_block_cont_01__c1_block_cont_03,same_matched,c1_block_cont_01,c1_block_cont_03,block_or_occupancy,block_or_occupancy,block_cont,block_cont,0,1.0,0.055721,0.035049,0.035049,1.0,8
c1_temp_opt_03__c1_temp_opt_04,same_matched,c1_temp_opt_03,c1_temp_opt_04,block_or_occupancy,block_or_occupancy,temp_opt,temp_opt,0,1.0,0.049416,0.021474,0.021474,1.0,8
c1_block_cont_01__c1_block_cont_05,same_matched,c1_block_cont_01,c1_block_cont_05,block_or_occupancy,block_or_occupancy,block_cont,block_cont,0,2.0,0.031826,0.015623,0.015623,1.0,8
c1_lead_cont_04__c1_lead_cont_08,same_matched,c1_lead_cont_04,c1_lead_cont_08,lead,lead,lead_cont,lead_cont,0,2.0,0.031365,0.017141,0.017141,1.0,8
c1_lead_nec_05__c1_lead_opt_06,same_matched,c1_lead_nec_05,c1_lead_opt_06,lead,lead,lead_nec,lead_opt,0,0.0,0.021033,0.010432,0.010432,1.0,8
c1_lead_opt_03__c1_lead_opt_08,same_matched,c1_lead_opt_03,c1_lead_opt_08,lead,lead,lead_opt,lead_opt,0,2.0,0.018854,0.018182,0.018182,1.0,8
c1_lead_nec_08__c1_lead_opt_07,same_matched,c1_lead_nec_08,c1_lead_opt_07,lead,lead,lead_nec,lead_opt,0,0.0,0.030732,0.036234,0.036234,1.0,8
c1_cross_clear_04__c1_cross_stall_05,same_matched,c1_cross_clear_04,c1_cross_stall_05,cross,cross,cross_clear,cross_stall,0,1.0,0.070027,0.042048,0.042048,1.0,8
c1_block_nec_05__c1_temp_opt_08,same_matched,c1_block_nec_05,c1_temp_opt_08,block_or_occupancy,block_or_occupancy,block_nec,temp_opt,0,1.0,0.058258,0.049245,0.049245,1.0,8
c1_cross_clear_06__c1_cross_stall_02,same_matched,c1_cross_clear_06,c1_cross_stall_02,cross,cross,cross_clear,cross_stall,0,1.0,0.079789,0.044516,0.044516,1.0,8
c1_lead_cont_01__c1_lead_cont_06,same_matched,c1_lead_cont_01,c1_lead_cont_06,lead,lead,lead_cont,lead_cont,0,2.0,0.030429,0.014101,0.014101,1.0,8
c1_block_nec_01__c1_temp_opt_08,same_matched,c1_block_nec_01,c1_temp_opt_08,block_or_occupancy,block_or_occupancy,block_nec,temp_opt,0,3.0,0.069139,0.081185,0.081185,1.0,8
c1_lead_opt_03__c1_lead_opt_06,same_matched,c1_lead_opt_03,c1_lead_opt_06,lead,lead,lead_opt,lead_opt,0,1.0,0.028338,0.017513,0.017513,1.0,8
c1_cross_clear_03__c1_cross_stall_03,same_matched,c1_cross_clear_03,c1_cross_stall_03,cross,cross,cross_clear,cross_stall,0,0.0,0.069349,0.028569,0.028569,1.0,8
c1_block_nec_04__c1_temp_opt_07,same_matched,c1_block_nec_04,c1_temp_opt_07,block_or_occupancy,block_or_occupancy,block_nec,temp_opt,0,1.0,0.082967,0.062693,0.062693,1.0,8
c1_lead_cont_08__c1_lead_opt_02,same_matched,c1_lead_cont_08,c1_lead_opt_02,lead,lead,lead_cont,lead_opt,0,3.0,0.354399,0.289764,0.289764,1.0,8
c1_block_cont_01__c1_temp_opt_04,same_matched,c1_block_cont_01,c1_temp_opt_04,block_or_occupancy,block_or_occupancy,block_cont,temp_opt,0,1.0,0.382727,0.311729,0.311729,1.0,8
c1_block_cont_03__c1_temp_opt_08,same_matched,c1_block_cont_03,c1_temp_opt_08,block_or_occupancy,block_or_occupancy,block_cont,temp_opt,0,2.0,0.290727,0.204707,0.204707,1.0,8
c1_block_cont_02__c1_temp_opt_06,same_matched,c1_block_cont_02,c1_temp_opt_06,block_or_occupancy,block_or_occupancy,block_cont,temp_opt,0,2.0,0.35172,0.253333,0.253333,1.0,8
c1_cross_clear_05__c1_cross_stall_occ_06,same_matched,c1_cross_clear_05,c1_cross_stall_occ_06,cross,cross,cross_clear,cross_stall_occ,0,1.0,0.381396,0.297547,0.297547,1.0,8
c1_block_cont_03__c1_temp_opt_05,same_matched,c1_block_cont_03,c1_temp_opt_05,block_or_occupancy,block_or_occupancy,block_cont,temp_opt,0,0.0,0.385265,0.315111,0.315111,1.0,8
c1_cross_clear_01__c1_cross_stall_occ_01,same_matched,c1_cross_clear_01,c1_cross_stall_occ_01,cross,cross,cross_clear,cross_stall_occ,0,0.0,0.306589,0.271797,0.271797,1.0,8
c1_lead_cont_06__c1_lead_nec_01,same_matched,c1_lead_cont_06,c1_lead_nec_01,lead,lead,lead_cont,lead_nec,0,2.0,0.367956,0.285098,0.285098,1.0,8
c1_lead_nec_02__c1_lead_nec_08,same_matched,c1_lead_nec_02,c1_lead_nec_08,lead,lead,lead_nec,lead_nec,0,3.0,0.016878,0.01147,0.01147,1.0,8
c1_cross_stall_occ_01__c1_cross_stall_occ_07,same_matched,c1_cross_stall_occ_01,c1_cross_stall_occ_07,cross,cross,cross_stall_occ,cross_stall_occ,0,0.0,0.04532,0.021265,0.021265,1.0,8
c1_lead_nec_04__c1_lead_nec_05,same_matched,c1_lead_nec_04,c1_lead_nec_05,lead,lead,lead_nec,lead_nec,0,1.0,0.004902,0.003434,0.003434,1.0,8
c1_cross_stall_01__c1_cross_stall_07,same_matched,c1_cross_stall_01,c1_cross_stall_07,cross,cross,cross_stall,cross_stall,0,2.0,0.036098,0.06486,0.06486,1.0,8
c1_lead_cont_04__c1_lead_cont_08,same_matched,c1_lead_cont_04,c1_lead_cont_08,lead,lead,lead_cont,lead_cont,0,2.0,0.031365,0.017141,0.017141,1.0,8
c1_lead_nec_02__c1_lead_opt_06,same_matched,c1_lead_nec_02,c1_lead_opt_06,lead,lead,lead_nec,lead_opt,0,2.0,0.035057,0.019202,0.019202,1.0,8
c1_lead_nec_01__c1_lead_opt_04,same_matched,c1_lead_nec_01,c1_lead_opt_04,lead,lead,lead_nec,lead_opt,0,1.0,0.0087,0.005248,0.005248,1.0,8
c1_lead_opt_03__c1_lead_opt_06,same_matched,c1_lead_opt_03,c1_lead_opt_06,lead,lead,lead_opt,lead_opt,0,1.0,0.028338,0.017513,0.017513,1.0,8
c1_lead_nec_02__c1_lead_opt_06,same_matched,c1_lead_nec_02,c1_lead_opt_06,lead,lead,lead_nec,lead_opt,0,2.0,0.035057,0.019202,0.019202,1.0,8
c1_block_nec_04__c1_temp_opt_04,same_matched,c1_block_nec_04,c1_temp_opt_04,block_or_occupancy,block_or_occupancy,block_nec,temp_opt,0,0.0,0.043858,0.044722,0.044722,1.0,8
c1_lead_nec_05__c1_lead_nec_07,same_matched,c1_lead_nec_05,c1_lead_nec_07,lead,lead,lead_nec,lead_nec,0,1.0,0.03859,0.029472,0.029472,1.0,8
c1_lead_nec_01__c1_lead_opt_03,same_matched,c1_lead_nec_01,c1_lead_opt_03,lead,lead,lead_nec,lead_opt,0,1.0,0.021786,0.013503,0.013503,1.0,8
c1_lead_nec_05__c1_lead_opt_06,same_matched,c1_lead_nec_05,c1_lead_opt_06,lead,lead,lead_nec,lead_opt,0,0.0,0.021033,0.010432,0.010432,1.0,8
c1_lead_nec_02__c1_lead_nec_05,same_matched,c1_lead_nec_02,c1_lead_nec_05,lead,lead,lead_nec,lead_nec,0,2.0,0.014024,0.00877,0.00877,1.0,8
c1_lead_nec_07__c1_lead_opt_06,same_matched,c1_lead_nec_07,c1_lead_opt_06,lead,lead,lead_nec,lead_opt,0,1.0,0.017557,0.01904,0.01904,1.0,8
c1_block_nec_02__c1_temp_opt_06,same_matched,c1_block_nec_02,c1_temp_opt_06,block_or_occupancy,block_or_occupancy,block_nec,temp_opt,0,2.0,0.0226,0.044539,0.044539,1.0,8
c1_cross_clear_01__c1_cross_clear_05,same_matched,c1_cross_clear_01,c1_cross_clear_05,cross,cross,cross_clear,cross_clear,0,1.0,0.059072,0.025053,0.025053,1.0,8
c1_cross_stall_05__c1_cross_stall_07,same_matched,c1_cross_stall_05,c1_cross_stall_07,cross,cross,cross_stall,cross_stall,0,1.0,0.047428,0.071422,0.071422,1.0,8
c1_block_nec_01__c1_temp_opt_08,same_matched,c1_block_nec_01,c1_temp_opt_08,block_or_occupancy,block_or_occupancy,block_nec,temp_opt,0,3.0,0.069139,0.081185,0.081185,1.0,8
c1_lead_nec_01__c1_lead_opt_03,same_matched,c1_lead_nec_01,c1_lead_opt_03,lead,lead,lead_nec,lead_opt,0,1.0,0.021786,0.013503,0.013503,1.0,8
c1_temp_opt_04__c1_temp_opt_06,same_matched,c1_temp_opt_04,c1_temp_opt_06,block_or_occupancy,block_or_occupancy,temp_opt,temp_opt,0,1.0,0.057868,0.072627,0.072627,1.0,8
c1_lead_nec_04__c1_lead_opt_07,same_matched,c1_lead_nec_04,c1_lead_opt_07,lead,lead,lead_nec,lead_opt,0,2.0,0.038489,0.042368,0.042368,1.0,8
c1_block_nec_05__c1_temp_opt_08,same_matched,c1_block_nec_05,c1_temp_opt_08,block_or_occupancy,block_or_occupancy,block_nec,temp_opt,0,1.0,0.058258,0.049245,0.049245,1.0,8
c1_cross_clear_06__c1_cross_stall_01,same_matched,c1_cross_clear_06,c1_cross_stall_01,cross,cross,cross_clear,cross_stall,0,1.0,0.088879,0.048094,0.048094,1.0,8
c1_lead_cont_02__c1_lead_opt_01,same_matched,c1_lead_cont_02,c1_lead_opt_01,lead,lead,lead_cont,lead_opt,0,0.0,0.348188,0.277298,0.277298,1.0,8
c1_block_cont_05__c1_block_nec_02,same_matched,c1_block_cont_05,c1_block_nec_02,block_or_occupancy,block_or_occupancy,block_cont,block_nec,0,2.0,0.376601,0.290746,0.290746,1.0,8
c1_cross_clear_05__c1_cross_stall_occ_08,same_matched,c1_cross_clear_05,c1_cross_stall_occ_08,cross,cross,cross_clear,cross_stall_occ,0,0.0,0.289243,0.258536,0.258536,1.0,8
c1_cross_stall_06__c1_cross_stall_occ_07,same_matched,c1_cross_stall_06,c1_cross_stall_occ_07,cross,cross,cross_stall,cross_stall_occ,0,1.0,0.345598,0.282445,0.282445,1.0,8
c1_block_cont_02__c1_temp_opt_04,same_matched,c1_block_cont_02,c1_temp_opt_04,block_or_occupancy,block_or_occupancy,block_cont,temp_opt,0,1.0,0.375288,0.300373,0.300373,1.0,8
c1_cross_stall_03__c1_cross_stall_occ_06,same_matched,c1_cross_stall_03,c1_cross_stall_occ_06,cross,cross,cross_stall,cross_stall_occ,0,2.0,0.378496,0.296328,0.296328,1.0,8
c1_block_cont_04__c1_temp_opt_08,same_matched,c1_block_cont_04,c1_temp_opt_08,block_or_occupancy,block_or_occupancy,block_cont,temp_opt,0,2.0,0.310609,0.209582,0.209582,1.0,8
c1_cross_stall_08__c1_cross_stall_occ_02,same_matched,c1_cross_stall_08,c1_cross_stall_occ_02,cross,cross,cross_stall,cross_stall_occ,0,2.0,0.361474,0.270541,0.270541,1.0,8
c1_lead_nec_02__c1_lead_opt_01,same_matched,c1_lead_nec_02,c1_lead_opt_01,lead,lead,lead_nec,lead_opt,0,0.0,0.010661,0.003731,0.003731,1.0,8
c1_cross_clear_03__c1_cross_clear_05,same_matched,c1_cross_clear_03,c1_cross_clear_05,cross,cross,cross_clear,cross_clear,0,1.0,0.03927,0.026359,0.026359,1.0,8
c1_cross_stall_02__c1_cross_stall_04,same_matched,c1_cross_stall_02,c1_cross_stall_04,cross,cross,cross_stall,cross_stall,0,1.0,0.002487,0.002072,0.002072,1.0,8
c1_lead_nec_03__c1_lead_nec_06,same_matched,c1_lead_nec_03,c1_lead_nec_06,lead,lead,lead_nec,lead_nec,0,1.0,0.029868,0.015839,0.015839,1.0,8
c1_block_cont_02__c1_block_cont_06,same_matched,c1_block_cont_02,c1_block_cont_06,block_or_occupancy,block_or_occupancy,block_cont,block_cont,0,2.0,0.02542,0.016711,0.016711,1.0,8
c1_block_cont_01__c1_block_cont_06,same_matched,c1_block_cont_01,c1_block_cont_06,block_or_occupancy,block_or_occupancy,block_cont,block_cont,0,2.0,0.028905,0.009843,0.009843,1.0,8
c1_lead_nec_07__c1_lead_opt_07,same_matched,c1_lead_nec_07,c1_lead_opt_07,lead,lead,lead_nec,lead_opt,0,0.0,0.013391,0.02239,0.02239,1.0,8
c1_block_nec_05__c1_block_nec_06,same_matched,c1_block_nec_05,c1_block_nec_06,block_or_occupancy,block_or_occupancy,block_nec,block_nec,0,0.0,0.022201,0.042207,0.042207,1.0,8
c1_lead_opt_03__c1_lead_opt_06,same_matched,c1_lead_opt_03,c1_lead_opt_06,lead,lead,lead_opt,lead_opt,0,1.0,0.028338,0.017513,0.017513,1.0,8
c1_block_nec_02__c1_temp_opt_04,same_matched,c1_block_nec_02,c1_temp_opt_04,block_or_occupancy,block_or_occupancy,block_nec,temp_opt,0,1.0,0.037761,0.033206,0.033206,1.0,8
c1_block_cont_01__c1_block_cont_05,same_matched,c1_block_cont_01,c1_block_cont_05,block_or_occupancy,block_or_occupancy,block_cont,block_cont,0,2.0,0.031826,0.015623,0.015623,1.0,8
c1_lead_nec_01__c1_lead_opt_08,same_matched,c1_lead_nec_01,c1_lead_opt_08,lead,lead,lead_nec,lead_opt,0,3.0,0.015723,0.014231,0.014231,1.0,8
c1_lead_nec_02__c1_lead_nec_08,same_matched,c1_lead_nec_02,c1_lead_nec_08,lead,lead,lead_nec,lead_nec,0,3.0,0.016878,0.01147,0.01147,1.0,8
c1_lead_nec_01__c1_lead_opt_06,same_matched,c1_lead_nec_01,c1_lead_opt_06,lead,lead,lead_nec,lead_opt,0,2.0,0.012092,0.007528,0.007528,1.0,8
c1_lead_nec_08__c1_lead_opt_06,same_matched,c1_lead_nec_08,c1_lead_opt_06,lead,lead,lead_nec,lead_opt,0,1.0,0.018179,0.007982,0.007982,1.0,8
c1_lead_nec_01__c1_lead_nec_04,same_matched,c1_lead_nec_01,c1_lead_nec_04,lead,lead,lead_nec,lead_nec,0,1.0,0.019384,0.009856,0.009856,1.0,8
c1_lead_nec_02__c1_lead_nec_07,same_matched,c1_lead_nec_02,c1_lead_nec_07,lead,lead,lead_nec,lead_nec,0,3.0,0.052615,0.038242,0.038242,1.0,8
c1_block_cont_02__c1_block_cont_04,same_matched,c1_block_cont_02,c1_block_cont_04,block_or_occupancy,block_or_occupancy,block_cont,block_cont,0,1.0,0.041233,0.025351,0.025351,1.0,8
c1_temp_opt_06__c1_temp_opt_08,same_matched,c1_temp_opt_06,c1_temp_opt_08,block_or_occupancy,block_or_occupancy,temp_opt,temp_opt,0,1.0,0.063057,0.065292,0.065292,1.0,8
c1_lead_nec_05__c1_lead_opt_06,same_matched,c1_lead_nec_05,c1_lead_opt_06,lead,lead,lead_nec,lead_opt,0,0.0,0.021033,0.010432,0.010432,1.0,8
c1_cross_stall_occ_04__c1_cross_stall_occ_06,same_matched,c1_cross_stall_occ_04,c1_cross_stall_occ_06,cross,cross,cross_stall_occ,cross_stall_occ,0,1.0,0.052236,0.028142,0.028142,1.0,8
c1_block_nec_04__c1_temp_opt_04,same_matched,c1_block_nec_04,c1_temp_opt_04,block_or_occupancy,block_or_occupancy,block_nec,temp_opt,0,0.0,0.043858,0.044722,0.044722,1.0,8
c1_lead_nec_02__c1_lead_nec_07,same_matched,c1_lead_nec_02,c1_lead_nec_07,lead,lead,lead_nec,lead_nec,0,3.0,0.052615,0.038242,0.038242,1.0,8
c1_cross_clear_01__c1_cross_stall_04,same_matched,c1_cross_clear_01,c1_cross_stall_04,cross,cross,cross_clear,cross_stall,0,1.0,0.092512,0.034365,0.034365,1.0,8
c1_block_cont_02__c1_block_nec_05,same_matched,c1_block_cont_02,c1_block_nec_05,block_or_occupancy,block_or_occupancy,block_cont,block_nec,0,2.0,0.355198,0.242219,0.242219,1.0,8
c1_lead_cont_02__c1_lead_opt_07,same_matched,c1_lead_cont_02,c1_lead_opt_07,lead,lead,lead_cont,lead_opt,0,3.0,0.384136,0.285284,0.285284,1.0,8
c1_block_cont_03__c1_temp_opt_06,same_matched,c1_block_cont_03,c1_temp_opt_06,block_or_occupancy,block_or_occupancy,block_cont,temp_opt,0,1.0,0.291306,0.229579,0.229579,1.0,8
c1_cross_stall_06__c1_cross_stall_occ_06,same_matched,c1_cross_stall_06,c1_cross_stall_occ_06,cross,cross,cross_stall,cross_stall_occ,0,1.0,0.352623,0.273258,0.273258,1.0,8
c1_lead_cont_05__c1_lead_opt_07,same_matched,c1_lead_cont_05,c1_lead_opt_07,lead,lead,lead_cont,lead_opt,0,1.0,0.382584,0.279949,0.279949,1.0,8
c1_block_cont_07__c1_temp_opt_02,same_matched,c1_block_cont_07,c1_temp_opt_02,block_or_occupancy,block_or_occupancy,block_cont,temp_opt,0,3.0,0.386052,0.334326,0.334326,1.0,8
c1_cross_clear_02__c1_cross_stall_occ_05,same_matched,c1_cross_clear_02,c1_cross_stall_occ_05,cross,cross,cross_clear,cross_stall_occ,0,2.0,0.303663,0.274946,0.274946,1.0,8
c1_lead_cont_08__c1_lead_opt_07,same_matched,c1_lead_cont_08,c1_lead_opt_07,lead,lead,lead_cont,lead_opt,0,0.0,0.368886,0.277496,0.277496,1.0,8
c1_lead_nec_01__c1_lead_opt_01,same_matched,c1_lead_nec_01,c1_lead_opt_01,lead,lead,lead_nec,lead_opt,0,0.0,0.017845,0.011689,0.011689,1.0,8
c1_cross_stall_04__c1_cross_stall_07,same_matched,c1_cross_stall_04,c1_cross_stall_07,cross,cross,cross_stall,cross_stall,0,1.0,0.0461,0.070706,0.070706,1.0,8
c1_cross_stall_03__c1_cross_stall_05,same_matched,c1_cross_stall_03,c1_cross_stall_05,cross,cross,cross_stall,cross_stall,0,1.0,0.005701,0.004376,0.004376,1.0,8
c1_lead_nec_06__c1_lead_opt_07,same_matched,c1_lead_nec_06,c1_lead_opt_07,lead,lead,lead_nec,lead_opt,0,1.0,0.037061,0.040609,0.040609,1.0,8
c1_block_cont_01__c1_block_cont_05,same_matched,c1_block_cont_01,c1_block_cont_05,block_or_occupancy,block_or_occupancy,block_cont,block_cont,0,2.0,0.031826,0.015623,0.015623,1.0,8
c1_cross_clear_04__c1_cross_clear_06,same_matched,c1_cross_clear_04,c1_cross_clear_06,cross,cross,cross_clear,cross_clear,0,1.0,0.035803,0.023379,0.023379,1.0,8
c1_lead_nec_06__c1_lead_opt_01,same_matched,c1_lead_nec_06,c1_lead_opt_01,lead,lead,lead_nec,lead_opt,0,2.0,0.006583,0.004917,0.004917,1.0,8
c1_cross_stall_05__c1_cross_stall_08,same_matched,c1_cross_stall_05,c1_cross_stall_08,cross,cross,cross_stall,cross_stall,0,1.0,0.029389,0.039343,0.039343,1.0,8
c1_block_nec_02__c1_block_nec_05,same_matched,c1_block_nec_02,c1_block_nec_05,block_or_occupancy,block_or_occupancy,block_nec,block_nec,0,2.0,0.03553,0.06644,0.06644,1.0,8
c1_cross_stall_occ_01__c1_cross_stall_occ_07,same_matched,c1_cross_stall_occ_01,c1_cross_stall_occ_07,cross,cross,cross_stall_occ,cross_stall_occ,0,0.0,0.04532,0.021265,0.021265,1.0,8
c1_block_cont_05__c1_block_cont_08,same_matched,c1_block_cont_05,c1_block_cont_08,block_or_occupancy,block_or_occupancy,block_cont,block_cont,0,1.0,0.039484,0.042741,0.042741,1.0,8
c1_block_nec_02__c1_temp_opt_06,same_matched,c1_block_nec_02,c1_temp_opt_06,block_or_occupancy,block_or_occupancy,block_nec,temp_opt,0,2.0,0.0226,0.044539,0.044539,1.0,8
c1_lead_nec_01__c1_lead_opt_03,same_matched,c1_lead_nec_01,c1_lead_opt_03,lead,lead,lead_nec,lead_opt,0,1.0,0.021786,0.013503,0.013503,1.0,8
c1_block_nec_02__c1_block_nec_06,same_matched,c1_block_nec_02,c1_block_nec_06,block_or_occupancy,block_or_occupancy,block_nec,block_nec,0,2.0,0.013329,0.024233,0.024233,1.0,8
c1_lead_nec_01__c1_lead_opt_08,same_matched,c1_lead_nec_01,c1_lead_opt_08,lead,lead,lead_nec,lead_opt,0,3.0,0.015723,0.014231,0.014231,1.0,8
