pair_id,pair_type,state_i,state_j,coarse_i,coarse_j,fine_i,fine_j,same_param_group,ego_speed_diff,d0_mean,d1_mean,d1_validonly,feasibility_agree,n_valid_actions
block_nec_r1__block_nec_r8,same_matched,block_nec_r1,block_nec_r8,block_or_occupancy,block_or_occupancy,block_nec,block_nec,0,3.0,0.045183,0.058769,0.058769,1.0,8
lead_nec_r8__lead_opt_r11,same_matched,lead_nec_r8,lead_opt_r11,lead,lead,lead_nec,lead_opt,0,3.0,0.031966,0.021019,0.021019,1.0,8
cross_stall_occ_r5__cross_stall_occ_r8,same_matched,cross_stall_occ_r5,cross_stall_occ_r8,cross,cross,cross_stall_occ,cross_stall_occ,0,2.0,0.071528,0.043578,0.043578,1.0,8
cross_clear_r3__cross_stall_r7,same_matched,cross_clear_r3,cross_stall_r7,cross,cross,cross_clear,cross_stall,0,0.0,0.059442,0.033084,0.033084,1.0,8
block_nec_r4__temp_opt_r6,same_matched,block_nec_r4,temp_opt_r6,block_or_occupancy,block_or_occupancy,block_nec,temp_opt,0,0.0,0.061713,0.069458,0.069458,1.0,8
temp_opt_r1__temp_opt_r6,same_matched,temp_opt_r1,temp_opt_r6,block_or_occupancy,block_or_occupancy,temp_opt,temp_opt,0,1.0,0.034682,0.014423,0.014423,1.0,8
cross_clear_r3__cross_stall_r7,same_matched,cross_clear_r3,cross_stall_r7,cross,cross,cross_clear,cross_stall,0,0.0,0.059442,0.033084,0.033084,1.0,8
temp_opt_r2__temp_opt_r6,same_matched,temp_opt_r2,temp_opt_r6,block_or_occupancy,block_or_occupancy,temp_opt,temp_opt,0,1.0,0.029926,0.012772,0.012772,1.0,8
cross_clear_r12__cross_clear_r6,same_matched,cross_clear_r12,cross_clear_r6,cross,cross,cross_clear,cross_clear,0,1.0,0.042067,0.035673,0.035673,1.0,8
lead_cont_r2__lead_cont_r6,same_matched,lead_cont_r2,lead_cont_r6,lead,lead,lead_cont,lead_cont,0,2.0,0.032956,0.016887,0.016887,1.0,8
lead_nec_r7__lead_opt_r7,same_matched,lead_nec_r7,lead_opt_r7,lead,lead,lead_nec,lead_opt,0,1.0,0.02231,0.019169,0.019169,1.0,8
temp_opt_r2__temp_opt_r6,same_matched,temp_opt_r2,temp_opt_r6,block_or_occupancy,block_or_occupancy,temp_opt,temp_opt,0,1.0,0.029926,0.012772,0.012772,1.0,8
block_cont_r10__block_cont_r5,same_matched,block_cont_r10,block_cont_r5,block_or_occupancy,block_or_occupancy,block_cont,block_cont,0,1.0,0.080268,0.049016,0.049016,1.0,8
cross_clear_r7__cross_stall_r8,same_matched,cross_clear_r7,cross_stall_r8,cross,cross,cross_clear,cross_stall,0,1.0,0.088155,0.042625,0.042625,1.0,8
block_nec_r9__temp_opt_r5,same_matched,block_nec_r9,temp_opt_r5,block_or_occupancy,block_or_occupancy,block_nec,temp_opt,0,2.0,0.079323,0.121118,0.121118,1.0,8
lead_cont_r1__lead_cont_r12,same_matched,lead_cont_r1,lead_cont_r12,lead,lead,lead_cont,lead_cont,0,2.0,0.034338,0.016314,0.016314,1.0,8
block_nec_r10__temp_opt_r4,same_matched,block_nec_r10,temp_opt_r4,block_or_occupancy,block_or_occupancy,block_nec,temp_opt,0,0.0,0.075576,0.053109,0.053109,1.0,8
block_nec_r2__temp_opt_r5,same_matched,block_nec_r2,temp_opt_r5,block_or_occupancy,block_or_occupancy,block_nec,temp_opt,0,1.0,0.055264,0.050452,0.050452,1.0,8
cross_stall_occ_r3__cross_stall_occ_r8,same_matched,cross_stall_occ_r3,cross_stall_occ_r8,cross,cross,cross_stall_occ,cross_stall_occ,0,1.0,0.068504,0.032454,0.032454,1.0,8
block_cont_r2__block_cont_r8,same_matched,block_cont_r2,block_cont_r8,block_or_occupancy,block_or_occupancy,block_cont,block_cont,0,3.0,0.046006,0.032681,0.032681,1.0,8
block_nec_r1__temp_opt_r9,same_matched,block_nec_r1,temp_opt_r9,block_or_occupancy,block_or_occupancy,block_nec,temp_opt,0,2.0,0.045595,0.062231,0.062231,1.0,8
block_nec_r10__temp_opt_r4,same_matched,block_nec_r10,temp_opt_r4,block_or_occupancy,block_or_occupancy,block_nec,temp_opt,0,0.0,0.075576,0.053109,0.053109,1.0,8
lead_nec_r12__lead_opt_r7,same_matched,lead_nec_r12,lead_opt_r7,lead,lead,lead_nec,lead_opt,0,1.0,0.022137,0.019144,0.019144,1.0,8
lead_opt_r1__lead_opt_r3,same_matched,lead_opt_r1,lead_opt_r3,lead,lead,lead_opt,lead_opt,0,1.0,0.010477,0.006806,0.006806,1.0,8
cross_stall_occ_r2__cross_stall_r1,same_matched,cross_stall_occ_r2,cross_stall_r1,cross,cross,cross_stall_occ,cross_stall,0,0.0,0.356495,0.284499,0.284499,1.0,8
cross_clear_r7__cross_stall_occ_r7,same_matched,cross_clear_r7,cross_stall_occ_r7,cross,cross,cross_clear,cross_stall_occ,0,1.0,0.336883,0.263597,0.263597,1.0,8
cross_stall_occ_r1__cross_stall_r8,same_matched,cross_stall_occ_r1,cross_stall_r8,cross,cross,cross_stall_occ,cross_stall,0,0.0,0.338743,0.272078,0.272078,1.0,8
block_cont_r10__temp_opt_r2,same_matched,block_cont_r10,temp_opt_r2,block_or_occupancy,block_or_occupancy,block_cont,temp_opt,0,1.0,0.391344,0.315037,0.315037,1.0,8
block_cont_r8__temp_opt_r8,same_matched,block_cont_r8,temp_opt_r8,block_or_occupancy,block_or_occupancy,block_cont,temp_opt,0,1.0,0.380394,0.297831,0.297831,1.0,8
cross_stall_occ_r5__cross_stall_r2,same_matched,cross_stall_occ_r5,cross_stall_r2,cross,cross,cross_stall_occ,cross_stall,0,2.0,0.340635,0.281566,0.281566,1.0,8
cross_stall_occ_r1__cross_stall_r8,same_matched,cross_stall_occ_r1,cross_stall_r8,cross,cross,cross_stall_occ,cross_stall,0,0.0,0.338743,0.272078,0.272078,1.0,8
lead_cont_r1__lead_opt_r3,same_matched,lead_cont_r1,lead_opt_r3,lead,lead,lead_cont,lead_opt,0,1.0,0.346765,0.279172,0.279172,1.0,8
block_cont_r6__block_nec_r12,same_matched,block_cont_r6,block_nec_r12,block_or_occupancy,block_or_occupancy,block_cont,block_nec,0,2.0,0.375955,0.290638,0.290638,1.0,8
block_cont_r10__temp_opt_r2,same_matched,block_cont_r10,temp_opt_r2,block_or_occupancy,block_or_occupancy,block_cont,temp_opt,0,1.0,0.391344,0.315037,0.315037,1.0,8
lead_cont_r9__lead_nec_r10,same_matched,lead_cont_r9,lead_nec_r10,lead,lead,lead_cont,lead_nec,0,0.0,0.336231,0.277119,0.277119,1.0,8
block_cont_r6__block_nec_r7,same_matched,block_cont_r6,block_nec_r7,block_or_occupancy,block_or_occupancy,block_cont,block_nec,0,0.0,0.363132,0.267186,0.267186,1.0,8
block_nec_r1__block_nec_r4,same_matched,block_nec_r1,block_nec_r4,block_or_occupancy,block_or_occupancy,block_nec,block_nec,0,1.0,0.018908,0.01803,0.01803,1.0,8
lead_opt_r2__lead_opt_r3,same_matched,lead_opt_r2,lead_opt_r3,lead,lead,lead_opt,lead_opt,0,1.0,0.026971,0.015305,0.015305,1.0,8
lead_nec_r5__lead_opt_r12,same_matched,lead_nec_r5,lead_opt_r12,lead,lead,lead_nec,lead_opt,0,1.0,0.023178,0.015534,0.015534,1.0,8
temp_opt_r6__temp_opt_r7,same_matched,temp_opt_r6,temp_opt_r7,block_or_occupancy,block_or_occupancy,temp_opt,temp_opt,0,1.0,0.040725,0.062222,0.062222,1.0,8
block_cont_r1__block_cont_r8,same_matched,block_cont_r1,block_cont_r8,block_or_occupancy,block_or_occupancy,block_cont,block_cont,0,3.0,0.042981,0.022466,0.022466,1.0,8
block_nec_r10__block_nec_r9,same_matched,block_nec_r10,block_nec_r9,block_or_occupancy,block_or_occupancy,block_nec,block_nec,0,2.0,0.025067,0.068886,0.068886,1.0,8
block_nec_r3__block_nec_r7,same_matched,block_nec_r3,block_nec_r7,block_or_occupancy,block_or_occupancy,block_nec,block_nec,0,1.0,0.038353,0.052679,0.052679,1.0,8
lead_nec_r5__lead_opt_r12,same_matched,lead_nec_r5,lead_opt_r12,lead,lead,lead_nec,lead_opt,0,1.0,0.023178,0.015534,0.015534,1.0,8
lead_cont_r1__lead_cont_r9,same_matched,lead_cont_r1,lead_cont_r9,lead,lead,lead_cont,lead_cont,0,3.0,0.044238,0.01645,0.01645,1.0,8
temp_opt_r6__temp_opt_r7,same_matched,temp_opt_r6,temp_opt_r7,block_or_occupancy,block_or_occupancy,temp_opt,temp_opt,0,1.0,0.040725,0.062222,0.062222,1.0,8
temp_opt_r12__temp_opt_r6,same_matched,temp_opt_r12,temp_opt_r6,block_or_occupancy,block_or_occupancy,temp_opt,temp_opt,0,1.0,0.026473,0.052164,0.052164,1.0,8
lead_opt_r2__lead_opt_r5,same_matched,lead_opt_r2,lead_opt_r5,lead,lead,lead_opt,lead_opt,0,2.0,0.031768,0.019813,0.019813,1.0,8
lead_nec_r8__lead_opt_r11,same_matched,lead_nec_r8,lead_opt_r11,lead,lead,lead_nec,lead_opt,0,3.0,0.031966,0.021019,0.021019,1.0,8
block_nec_r10__temp_opt_r9,same_matched,block_nec_r10,temp_opt_r9,block_or_occupancy,block_or_occupancy,block_nec,temp_opt,0,1.0,0.018655,0.027134,0.027134,1.0,8
block_cont_r12__block_cont_r5,same_matched,block_cont_r12,block_cont_r5,block_or_occupancy,block_or_occupancy,block_cont,block_cont,0,2.0,0.058607,0.045447,0.045447,1.0,8
block_cont_r2__block_cont_r8,same_matched,block_cont_r2,block_cont_r8,block_or_occupancy,block_or_occupancy,block_cont,block_cont,0,3.0,0.046006,0.032681,0.032681,1.0,8
lead_cont_r4__lead_cont_r6,same_matched,lead_cont_r4,lead_cont_r6,lead,lead,lead_cont,lead_cont,0,1.0,0.048484,0.023413,0.023413,1.0,8
lead_nec_r4__lead_opt_r9,same_matched,lead_nec_r4,lead_opt_r9,lead,lead,lead_nec,lead_opt,0,0.0,0.021507,0.010361,0.010361,1.0,8
block_cont_r2__block_cont_r8,same_matched,block_cont_r2,block_cont_r8,block_or_occupancy,block_or_occupancy,block_cont,block_cont,0,3.0,0.046006,0.032681,0.032681,1.0,8
lead_opt_r4__lead_opt_r6,same_matched,lead_opt_r4,lead_opt_r6,lead,lead,lead_opt,lead_opt,0,1.0,0.017434,0.009992,0.009992,1.0,8
cross_stall_r12__cross_stall_r5,same_matched,cross_stall_r12,cross_stall_r5,cross,cross,cross_stall,cross_stall,0,0.0,0.029076,0.033918,0.033918,1.0,8
lead_nec_r12__lead_opt_r7,same_matched,lead_nec_r12,lead_opt_r7,lead,lead,lead_nec,lead_opt,0,1.0,0.022137,0.019144,0.019144,1.0,8
lead_nec_r2__lead_opt_r6,same_matched,lead_nec_r2,lead_opt_r6,lead,lead,lead_nec,lead_opt,0,2.0,0.015085,0.007495,0.007495,1.0,8
lead_nec_r4__lead_opt_r3,same_matched,lead_nec_r4,lead_opt_r3,lead,lead,lead_nec,lead_opt,0,0.0,0.016813,0.007186,0.007186,1.0,8
cross_stall_occ_r12__cross_stall_occ_r3,same_matched,cross_stall_occ_r12,cross_stall_occ_r3,cross,cross,cross_stall_occ,cross_stall_occ,0,1.0,0.067223,0.039267,0.039267,1.0,8
block_nec_r4__block_nec_r5,same_matched,block_nec_r4,block_nec_r5,block_or_occupancy,block_or_occupancy,block_nec,block_nec,0,1.0,0.075046,0.079062,0.079062,1.0,8
temp_opt_r2__temp_opt_r8,same_matched,temp_opt_r2,temp_opt_r8,block_or_occupancy,block_or_occupancy,temp_opt,temp_opt,0,2.0,0.066101,0.053934,0.053934,1.0,8
lead_nec_r3__lead_opt_r11,same_matched,lead_nec_r3,lead_opt_r11,lead,lead,lead_nec,lead_opt,0,1.0,0.033317,0.019978,0.019978,1.0,8
block_nec_r4__temp_opt_r5,same_matched,block_nec_r4,temp_opt_r5,block_or_occupancy,block_or_occupancy,block_nec,temp_opt,0,0.0,0.062288,0.069396,0.069396,1.0,8
block_nec_r12__temp_opt_r5,same_matched,block_nec_r12,temp_opt_r5,block_or_occupancy,block_or_occupancy,block_nec,temp_opt,0,1.0,0.042156,0.035184,0.035184,1.0,8
block_nec_r3__temp_opt_r8,same_matched,block_nec_r3,temp_opt_r8,block_or_occupancy,block_or_occupancy,block_nec,temp_opt,0,1.0,0.056582,0.070215,0.070215,1.0,8
lead_cont_r2__lead_cont_r6,same_matched,lead_cont_r2,lead_cont_r6,lead,lead,lead_cont,lead_cont,0,2.0,0.032956,0.016887,0.016887,1.0,8
lead_nec_r8__lead_opt_r11,same_matched,lead_nec_r8,lead_opt_r11,lead,lead,lead_nec,lead_opt,0,3.0,0.031966,0.021019,0.021019,1.0,8
block_cont_r12__block_cont_r3,same_matched,block_cont_r12,block_cont_r3,block_or_occupancy,block_or_occupancy,block_cont,block_cont,0,1.0,0.069257,0.042985,0.042985,1.0,8
lead_opt_r6__lead_opt_r8,same_matched,lead_opt_r6,lead_opt_r8,lead,lead,lead_opt,lead_opt,0,1.0,0.021651,0.028426,0.028426,1.0,8
lead_nec_r4__lead_nec_r6,same_matched,lead_nec_r4,lead_nec_r6,lead,lead,lead_nec,lead_nec,0,1.0,0.005889,0.002659,0.002659,1.0,8
lead_cont_r2__lead_opt_r9,same_matched,lead_cont_r2,lead_opt_r9,lead,lead,lead_cont,lead_opt,0,1.0,0.363589,0.286031,0.286031,1.0,8
lead_cont_r6__lead_opt_r1,same_matched,lead_cont_r6,lead_opt_r1,lead,lead,lead_cont,lead_opt,0,2.0,0.344253,0.272366,0.272366,1.0,8
block_cont_r4__temp_opt_r5,same_matched,block_cont_r4,temp_opt_r5,block_or_occupancy,block_or_occupancy,block_cont,temp_opt,0,0.0,0.345942,0.298576,0.298576,1.0,8
block_cont_r1__temp_opt_r5,same_matched,block_cont_r1,temp_opt_r5,block_or_occupancy,block_or_occupancy,block_cont,temp_opt,0,1.0,0.397989,0.321495,0.321495,1.0,8
block_cont_r4__temp_opt_r10,same_matched,block_cont_r4,temp_opt_r10,block_or_occupancy,block_or_occupancy,block_cont,temp_opt,0,1.0,0.388017,0.315637,0.315637,1.0,8
cross_stall_occ_r9__cross_stall_r2,same_matched,cross_stall_occ_r9,cross_stall_r2,cross,cross,cross_stall_occ,cross_stall,0,1.0,0.347515,0.281237,0.281237,1.0,8
block_cont_r4__temp_opt_r5,same_matched,block_cont_r4,temp_opt_r5,block_or_occupancy,block_or_occupancy,block_cont,temp_opt,0,0.0,0.345942,0.298576,0.298576,1.0,8
lead_cont_r2__lead_nec_r8,same_matched,lead_cont_r2,lead_nec_r8,lead,lead,lead_cont,lead_nec,0,3.0,0.353996,0.285631,0.285631,1.0,8
lead_cont_r12__lead_opt_r8,same_matched,lead_cont_r12,lead_opt_r8,lead,lead,lead_cont,lead_opt,0,1.0,0.383551,0.283894,0.283894,1.0,8
block_cont_r1__temp_opt_r5,same_matched,block_cont_r1,temp_opt_r5,block_or_occupancy,block_or_occupancy,block_cont,temp_opt,0,1.0,0.397989,0.321495,0.321495,1.0,8
cross_stall_occ_r1__cross_stall_r4,same_matched,cross_stall_occ_r1,cross_stall_r4,cross,cross,cross_stall_occ,cross_stall,0,1.0,0.343624,0.275125,0.275125,1.0,8
cross_stall_occ_r1__cross_stall_r11,same_matched,cross_stall_occ_r1,cross_stall_r11,cross,cross,cross_stall_occ,cross_stall,0,2.0,0.370395,0.269523,0.269523,1.0,8
cross_stall_occ_r1__cross_stall_occ_r3,same_matched,cross_stall_occ_r1,cross_stall_occ_r3,cross,cross,cross_stall_occ,cross_stall_occ,0,1.0,0.05813,0.029284,0.029284,1.0,8
cross_clear_r3__cross_stall_r12,same_matched,cross_clear_r3,cross_stall_r12,cross,cross,cross_clear,cross_stall,0,2.0,0.066498,0.04209,0.04209,1.0,8
cross_clear_r3__cross_clear_r7,same_matched,cross_clear_r3,cross_clear_r7,cross,cross,cross_clear,cross_clear,0,1.0,0.062649,0.035887,0.035887,1.0,8
block_cont_r10__block_cont_r5,same_matched,block_cont_r10,block_cont_r5,block_or_occupancy,block_or_occupancy,block_cont,block_cont,0,1.0,0.080268,0.049016,0.049016,1.0,8
block_nec_r5__block_nec_r7,same_matched,block_nec_r5,block_nec_r7,block_or_occupancy,block_or_occupancy,block_nec,block_nec,0,0.0,0.082355,0.089822,0.089822,1.0,8
lead_cont_r2__lead_cont_r8,same_matched,lead_cont_r2,lead_cont_r8,lead,lead,lead_cont,lead_cont,0,3.0,0.064646,0.036858,0.036858,1.0,8
temp_opt_r10__temp_opt_r9,same_matched,temp_opt_r10,temp_opt_r9,block_or_occupancy,block_or_occupancy,temp_opt,temp_opt,0,2.0,0.077676,0.042159,0.042159,1.0,8
cross_clear_r3__cross_clear_r7,same_matched,cross_clear_r3,cross_clear_r7,cross,cross,cross_clear,cross_clear,0,1.0,0.062649,0.035887,0.035887,1.0,8
block_nec_r10__temp_opt_r2,same_matched,block_nec_r10,temp_opt_r2,block_or_occupancy,block_or_occupancy,block_nec,temp_opt,0,1.0,0.083608,0.065066,0.065066,1.0,8
block_cont_r10__block_cont_r5,same_matched,block_cont_r10,block_cont_r5,block_or_occupancy,block_or_occupancy,block_cont,block_cont,0,1.0,0.080268,0.049016,0.049016,1.0,8
lead_cont_r3__lead_cont_r6,same_matched,lead_cont_r3,lead_cont_r6,lead,lead,lead_cont,lead_cont,0,1.0,0.065996,0.034739,0.034739,1.0,8
block_cont_r4__block_cont_r8,same_matched,block_cont_r4,block_cont_r8,block_or_occupancy,block_or_occupancy,block_cont,block_cont,0,2.0,0.071201,0.040355,0.040355,1.0,8
block_nec_r12__temp_opt_r2,same_matched,block_nec_r12,temp_opt_r2,block_or_occupancy,block_or_occupancy,block_nec,temp_opt,0,0.0,0.071508,0.048018,0.048018,1.0,8
cross_stall_occ_r1__cross_stall_occ_r3,same_matched,cross_stall_occ_r1,cross_stall_occ_r3,cross,cross,cross_stall_occ,cross_stall_occ,0,1.0,0.05813,0.029284,0.029284,1.0,8
cross_clear_r2__cross_stall_r11,same_matched,cross_clear_r2,cross_stall_r11,cross,cross,cross_clear,cross_stall,0,2.0,0.0975,0.067908,0.067908,1.0,8
cross_clear_r3__cross_stall_r5,same_matched,cross_clear_r3,cross_stall_r5,cross,cross,cross_clear,cross_stall,0,2.0,0.085903,0.068841,0.068841,1.0,8
block_nec_r7__temp_opt_r11,same_matched,block_nec_r7,temp_opt_r11,block_or_occupancy,block_or_occupancy,block_nec,temp_opt,0,1.0,0.088103,0.072431,0.072431,1.0,8
block_cont_r6__block_cont_r9,same_matched,block_cont_r6,block_cont_r9,block_or_occupancy,block_or_occupancy,block_cont,block_cont,0,1.0,0.060996,0.023223,0.023223,1.0,8
cross_clear_r2__cross_clear_r3,same_matched,cross_clear_r2,cross_clear_r3,cross,cross,cross_clear,cross_clear,0,0.0,0.085733,0.031267,0.031267,1.0,8
block_cont_r10__block_cont_r12,same_matched,block_cont_r10,block_cont_r12,block_or_occupancy,block_or_occupancy,block_cont,block_cont,0,1.0,0.056163,0.03269,0.03269,1.0,8
cross_stall_occ_r3__cross_stall_occ_r8,same_matched,cross_stall_occ_r3,cross_stall_occ_r8,cross,cross,cross_stall_occ,cross_stall_occ,0,1.0,0.068504,0.032454,0.032454,1.0,8
cross_stall_occ_r1__cross_stall_occ_r3,same_matched,cross_stall_occ_r1,cross_stall_occ_r3,cross,cross,cross_stall_occ,cross_stall_occ,0,1.0,0.05813,0.029284,0.029284,1.0,8
block_cont_r10__block_cont_r2,same_matched,block_cont_r10,block_cont_r2,block_or_occupancy,block_or_occupancy,block_cont,block_cont,0,1.0,0.046763,0.025551,0.025551,1.0,8
block_cont_r10__block_cont_r12,same_matched,block_cont_r10,block_cont_r12,block_or_occupancy,block_or_occupancy,block_cont,block_cont,0,1.0,0.056163,0.03269,0.03269,1.0,8
block_nec_r10__block_nec_r11,same_matched,block_nec_r10,block_nec_r11,block_or_occupancy,block_or_occupancy,block_nec,block_nec,0,1.0,0.106555,0.130629,0.130629,1.0,8
block_nec_r3__temp_opt_r4,same_matched,block_nec_r3,temp_opt_r4,block_or_occupancy,block_or_occupancy,block_nec,temp_opt,0,0.0,0.11465,0.112191,0.112191,1.0,8
block_nec_r11__block_nec_r2,same_matched,block_nec_r11,block_nec_r2,block_or_occupancy,block_or_occupancy,block_nec,block_nec,0,2.0,0.105547,0.13241,0.13241,1.0,8
block_nec_r12__block_nec_r3,same_matched,block_nec_r12,block_nec_r3,block_or_occupancy,block_or_occupancy,block_nec,block_nec,0,1.0,0.051175,0.076131,0.076131,1.0,8
block_nec_r5__temp_opt_r9,same_matched,block_nec_r5,temp_opt_r9,block_or_occupancy,block_or_occupancy,block_nec,temp_opt,0,0.0,0.101732,0.12336,0.12336,1.0,8
block_nec_r11__block_nec_r9,same_matched,block_nec_r11,block_nec_r9,block_or_occupancy,block_or_occupancy,block_nec,block_nec,0,1.0,0.081488,0.061744,0.061744,1.0,8
cross_clear_r8__cross_stall_r6,same_matched,cross_clear_r8,cross_stall_r6,cross,cross,cross_clear,cross_stall,0,1.0,0.093447,0.063333,0.063333,1.0,8
cross_stall_occ_r12__cross_stall_occ_r2,same_matched,cross_stall_occ_r12,cross_stall_occ_r2,cross,cross,cross_stall_occ,cross_stall_occ,0,2.0,0.07267,0.044628,0.044628,1.0,8
